ID,Mã Tài Sản (Asset Tag),Mã SpeedMaint,Tên Thiết Bị Y Tế,Model,Số Serial (S/N),Khoa / Phòng Ban,Mã Khoa,Nhóm Chuyên Khoa,Mức Rủi Ro (NĐ98),Hãng Sản Xuất,Xuất Xứ,Năm Sản Xuất,Trạng Thái Vận Hành,Ngày Đưa Vào SD,Ngày Kiểm Định,Hạn Kiểm Định,Số Giấy Chứng Nhận,Số Tem KĐ,Ghi Chú
110,BVQ7-TTB-00110,BM/BVQ7/00110,Máy thận nhân tạo,4008 S,GEN-2972707384042056156,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
111,BVQ7-TTB-00111,BM/BVQ7/00111,Nồi hấp tiệt trùng,N/A,GEN-9189854501264082304,Trung Tâm Tiệt Trùng & KSNK (CSSD),CSSD,Thiết bị tiệt trùng & khử khuẩn,Mức B,,,,IN_SERVICE,,,,,,
112,BVQ7-TTB-00112,BM/BVQ7/00112,Máy thở chuyên dụng,Astral 150,GEN-2615399485118983130,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Máy thở & Hô hấp,Mức D,,,,IN_SERVICE,,,,,,
113,BVQ7-TTB-00113,BM/BVQ7/00113,Máy thở vận chuyển bệnh nhân,Astral 150,GEN-4060489067752871585,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Thiết bị y tế khác,Mức D,,,,IN_SERVICE,,,,,,
114,BVQ7-TTB-00114,BM/BVQ7/00114,Nhiệt kế điện tử y tế,N/A,GEN-7466829473806884466,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
115,BVQ7-TTB-00115,BM/BVQ7/00115,Nhiệt ẩm kế tự ghi,N/A,GEN-2042539314088606048,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
116,BVQ7-TTB-00116,BM/BVQ7/00116,Nhiệt ẩm kế tự ghi,N/A,GEN-8608642687061041324,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
117,BVQ7-TTB-00117,BM/BVQ7/00117,Máy đo điện não (EEG),Arc Essentia EEG,GEN-9132390852347554928,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức B,,,,IN_SERVICE,,,,,,
118,BVQ7-TTB-00118,BM/BVQ7/00118,Dao mổ điện cao tần,ZEUS - 150,GEN-6041679001932374664,Khoa Phẫu Thuật - GMHS / Phòng Mổ,GMHS,Thiết bị y tế khác,Mức C,,,,IN_SERVICE,,,,,,
119,BVQ7-TTB-00119,BM/BVQ7/00119,Máy ly tâm phòng xét nghiệm,N/A,GEN-5337939500301641554,Khoa Xét Nghiệm Y Học,XN,Thiết bị xét nghiệm & lab,Mức B,,,,IN_SERVICE,,,,,,
120,BVQ7-TTB-00120,BM/BVQ7/00120,Nhiệt kế y tế,N/A,GEN-4803103777948662147,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
121,BVQ7-TTB-00121,BM/BVQ7/00121,Nhiệt ẩm kế tự ghi,N/A,GEN-6878727028769591498,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
122,BVQ7-TTB-00122,BM/BVQ7/00122,Pipet,N/A,GEN-7797665109261808895,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
123,BVQ7-TTB-00123,BM/BVQ7/00123,Tủ an toàn sinh học,N/A,GEN-6164722094281303847,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
124,BVQ7-TTB-00124,BM/BVQ7/00124,Tủ lạnh bảo quản mẫu y tế,N/A,GEN-3225641040900186850,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
125,BVQ7-TTB-00125,BM/BVQ7/00125,Tủ lạnh bảo quản mẫu y tế,N/A,GEN-8308239967334486401,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
126,BVQ7-TTB-00126,BM/BVQ7/00126,Tủ lạnh bảo quản mẫu y tế,N/A,GEN-4730211187811011017,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
127,BVQ7-TTB-00127,BM/BVQ7/00127,Cân các loại,N/A,GEN-3796871807993296597,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
128,BVQ7-TTB-00128,BM/BVQ7/00128,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-920138451040301732,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
129,BVQ7-TTB-00129,BM/BVQ7/00129,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-352523722344690556,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
130,BVQ7-TTB-00130,BM/BVQ7/00130,Nhiệt ẩm kế tự ghi,N/A,GEN-6615166069516078797,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
131,BVQ7-TTB-00131,BM/BVQ7/00131,Nhiệt ẩm kế tự ghi,N/A,GEN-4128296634677786431,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
132,BVQ7-TTB-00132,BM/BVQ7/00132,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-8320570709377217062,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
133,BVQ7-TTB-00133,BM/BVQ7/00133,Nhiệt kế điện tử y tế,MT 550,GEN-4140575523140589252,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
134,BVQ7-TTB-00134,BM/BVQ7/00134,Tủ an toàn sinh học,N/A,GEN-7829597978227916469,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
135,BVQ7-TTB-00135,BM/BVQ7/00135,Kết quả đo độ rung và tiếng ồn,N/A,GEN-1871709993711141337,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
136,BVQ7-TTB-00136,BM/BVQ7/00136,Cân sức khỏe y tế,N/A,GEN-9094467223619424706,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
137,BVQ7-TTB-00137,BM/BVQ7/00137,Máy theo dõi bệnh nhân (Monitor),B125,GEN-5867730600078053708,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Theo dõi bệnh nhân & Điện tim,Mức B,,,,IN_SERVICE,,,,,,
138,BVQ7-TTB-00138,BM/BVQ7/00138,Máy điện tim (ECG),N/A,GEN-7031859457888012700,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Theo dõi bệnh nhân & Điện tim,Mức B,,,,IN_SERVICE,,,,,,
139,BVQ7-TTB-00139,BM/BVQ7/00139,Máy ly tâm phòng xét nghiệm,N/A,GEN-4569558715925706459,Khoa Xét Nghiệm Y Học,XN,Thiết bị xét nghiệm & lab,Mức B,,,,IN_SERVICE,,,,,,
140,BVQ7-TTB-00140,BM/BVQ7/00140,Cân sức khỏe y tế,N/A,GEN-8668942506117884907,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
141,BVQ7-TTB-00141,BM/BVQ7/00141,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-8890345105503201949,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
142,BVQ7-TTB-00142,BM/BVQ7/00142,Nhiệt kế điện tử y tế,N/A,GEN-7522353251683402998,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
143,BVQ7-TTB-00143,BM/BVQ7/00143,Nhiệt ẩm kế tự ghi,N/A,GEN-7626407174378209171,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
144,BVQ7-TTB-00144,BM/BVQ7/00144,Nhiệt ẩm kế tự ghi,N/A,GEN-8224497840159672224,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
145,BVQ7-TTB-00145,BM/BVQ7/00145,Máy điện tim (ECG),N/A,GEN-9143101413057667039,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Theo dõi bệnh nhân & Điện tim,Mức B,,,,IN_SERVICE,,,,,,
146,BVQ7-TTB-00146,BM/BVQ7/00146,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-2306300624001647549,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
147,BVQ7-TTB-00147,BM/BVQ7/00147,Máy thận nhân tạo,N/A,GEN-3981021475879405196,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
148,BVQ7-TTB-00148,BM/BVQ7/00148,Dao mổ điện cao tần,N/A,GEN-8547369295135593027,Khoa Phẫu Thuật - GMHS / Phòng Mổ,GMHS,Thiết bị y tế khác,Mức C,,,,IN_SERVICE,,,,,,
149,BVQ7-TTB-00149,BM/BVQ7/00149,Buồng đo thính lực,N/A,GEN-6134056749473788421,Khoa Tai Mũi Họng,TMH,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
150,BVQ7-TTB-00150,BM/BVQ7/00150,bể ổn nhiệt T10,N/A,GEN-7400246502202111161,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
151,BVQ7-TTB-00151,BM/BVQ7/00151,Máy ly tâm phòng xét nghiệm,N/A,GEN-9157792335461161459,Khoa Xét Nghiệm Y Học,XN,Thiết bị xét nghiệm & lab,Mức B,,,,IN_SERVICE,,,,,,
152,BVQ7-TTB-00152,BM/BVQ7/00152,Nhiệt ẩm kế tự ghi,N/A,GEN-4786175265408465335,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
153,BVQ7-TTB-00153,BM/BVQ7/00153,Nhiệt ẩm kế tự ghi,N/A,GEN-4751764081462734275,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
154,BVQ7-TTB-00154,BM/BVQ7/00154,Nồi hấp tiệt trùng,N/A,GEN-2655700418121751759,Trung Tâm Tiệt Trùng & KSNK (CSSD),CSSD,Thiết bị tiệt trùng & khử khuẩn,Mức B,,,,IN_SERVICE,,,,,,
155,BVQ7-TTB-00155,BM/BVQ7/00155,Nồi hấp tiệt trùng,N/A,GEN-8580629221954564815,Trung Tâm Tiệt Trùng & KSNK (CSSD),CSSD,Thiết bị tiệt trùng & khử khuẩn,Mức B,,,,IN_SERVICE,,,,,,
156,BVQ7-TTB-00156,BM/BVQ7/00156,pipet T10,N/A,GEN-4895286826298550986,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
157,BVQ7-TTB-00157,BM/BVQ7/00157,Nhiệt ẩm kế tự ghi,N/A,GEN-1658224960156761299,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
158,BVQ7-TTB-00158,BM/BVQ7/00158,Nhiệt ẩm kế tự ghi,N/A,GEN-2882764628964917106,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
159,BVQ7-TTB-00159,BM/BVQ7/00159,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-508108197763216834,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
160,BVQ7-TTB-00160,BM/BVQ7/00160,Máy phá rung tim,N/A,GEN-7777961212052607730,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Thiết bị y tế khác,Mức D,,,,IN_SERVICE,,,,,,
161,BVQ7-TTB-00161,BM/BVQ7/00161,Dao mổ điện cao tần,ZEUS-150,GEN-3424865578669080282,Khoa Phẫu Thuật - GMHS / Phòng Mổ,GMHS,Thiết bị y tế khác,Mức C,,,,IN_SERVICE,,,,,,
162,BVQ7-TTB-00162,BM/BVQ7/00162,GIAY PHEP X QUANG PK TAM ANH Q7-XQDD-XQR,N/A,GEN-2919948483164442335,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
163,BVQ7-TTB-00163,BM/BVQ7/00163,Máy thận nhân tạo,4008S,GEN-8788169695346914746,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thiết bị y tế khác,Mức C,,,,IN_SERVICE,,,,,,
165,BVQ7-TTB-00165,BM/BVQ7/00165,GP,N/A,GEN-7395521701853216227,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
166,BVQ7-TTB-00166,BM/BVQ7/00166,Máy thận nhân tạo,4008 S,GEN-8795643205595513450,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
168,BVQ7-TTB-00168,BM/BVQ7/00168,HỆ THỐNG ĐƯỜNG ỐNG DẪN KHÍ ÔXY Y TẾ,N/A,GEN-6264066973725330866,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
169,BVQ7-TTB-00169,BM/BVQ7/00169,Loãng xương - 513804MA,PRODIGY,GEN-1910312233482660731,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
170,BVQ7-TTB-00170,BM/BVQ7/00170,Loãng xương - 513847MA,PRODIGY,GEN-2487648854991774847,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
171,BVQ7-TTB-00171,BM/BVQ7/00171,Máy thận nhân tạo,N/A,GEN-4956457530382690594,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức C,,,,IN_SERVICE,,,,,,
172,BVQ7-TTB-00172,BM/BVQ7/00172,Nhiệt ẩm kế tự ghi,N/A,GEN-2656587912931068449,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
173,BVQ7-TTB-00173,BM/BVQ7/00173,Nhiệt ẩm kế tự ghi,N/A,GEN-6551493578088393840,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
174,BVQ7-TTB-00174,BM/BVQ7/00174,MỤC 10. Giấy hiệu chuẩn,N/A,GEN-4960448753422541167,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
175,BVQ7-TTB-00175,BM/BVQ7/00175,MỤC 10. Giấy hiệu chuẩn,N/A,GEN-4905894767649122227,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
176,BVQ7-TTB-00176,BM/BVQ7/00176,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-8074770528840190517,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
177,BVQ7-TTB-00177,BM/BVQ7/00177,MỤC 11. Giấy kiểm đinh,N/A,GEN-4676898029385816481,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
178,BVQ7-TTB-00178,BM/BVQ7/00178,MỤC 12. Giấy hiệu chuẩn,N/A,GEN-7508565860602219102,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
179,BVQ7-TTB-00179,BM/BVQ7/00179,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-6384946133008802457,Khoa Khám Bệnh Đa Khoa,KKB,Dụng cụ đo lường y tế,Mức A,,,,IN_SERVICE,,,,,,
180,BVQ7-TTB-00180,BM/BVQ7/00180,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-4262101625059745463,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
181,BVQ7-TTB-00181,BM/BVQ7/00181,Cân sức khỏe y tế,N/A,GEN-4411300356141985323,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
182,BVQ7-TTB-00182,BM/BVQ7/00182,Huyết áp kế lò xo / Áp kế y tế,N/A,GEN-2003968740368297253,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
183,BVQ7-TTB-00183,BM/BVQ7/00183,Cân sức khỏe y tế,N/A,GEN-1701871741976519151,Khoa Khám Bệnh Đa Khoa,KKB,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
184,BVQ7-TTB-00184,BM/BVQ7/00184,Dao mổ điện cao tần,N/A,GEN-390837635114240688,Khoa Phẫu Thuật - GMHS / Phòng Mổ,GMHS,Phẫu thuật & Dao mổ điện,Mức C,,,,IN_SERVICE,,,,,,
185,BVQ7-TTB-00185,BM/BVQ7/00185,Dao mổ điện cao tần,Zeus-150,GEN-977375929463238144,Khoa Phẫu Thuật - GMHS / Phòng Mổ,GMHS,Thiết bị y tế khác,Mức C,,,,IN_SERVICE,,,,,,
186,BVQ7-TTB-00186,BM/BVQ7/00186,Máy phá rung tim,TEC-5631,GEN-1802663042785485285,Khoa Cấp Cứu - Hồi Sức Tích Cực,ICU,Thiết bị y tế khác,Mức D,,,,IN_SERVICE,,,,,,
187,BVQ7-TTB-00187,BM/BVQ7/00187,Tủ lạnh bảo quản mẫu y tế,N/A,GEN-195526063184810316,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
188,BVQ7-TTB-00188,BM/BVQ7/00188,Máy ly tâm phòng xét nghiệm,N/A,GEN-6913997257625017676,Khoa Xét Nghiệm Y Học,XN,Thiết bị xét nghiệm & lab,Mức B,,,,IN_SERVICE,,,,,,
189,BVQ7-TTB-00189,BM/BVQ7/00189,Nồi hấp tiệt trùng,N/A,GEN-7997681806543623472,Trung Tâm Tiệt Trùng & KSNK (CSSD),CSSD,Thiết bị y tế khác,Mức B,,,,IN_SERVICE,,,,,,
190,BVQ7-TTB-00190,BM/BVQ7/00190,"Cảm biến đo nồng độ bão hòa Oxy trong máu (SpO2), kiểu kẹp tay",N/A,GEN-8252527457851959943,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thận nhân tạo & Lọc máu,Mức A,,,,IN_SERVICE,,,,,,
191,BVQ7-TTB-00191,BM/BVQ7/00191,Máy cạo vôi răng siêu âm,N/A,GEN-8587025417258486815,Khoa Chẩn Đoán Hình Ảnh,CDHA,Thiết bị y tế khác,Mức C,,,,IN_SERVICE,,,,,,
193,BVQ7-TTB-00193,BM/BVQ7/00193,Máy ly tâm phòng xét nghiệm,N/A,GEN-9124381481162881204,Khoa Xét Nghiệm Y Học,XN,Thiết bị y tế khác,Mức B,,,,IN_SERVICE,,,,,,
194,BVQ7-TTB-00194,BM/BVQ7/00194,Tủ mát bảo quản dược phẩm,N/A,GEN-2855233909373446096,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
195,BVQ7-TTB-00195,BM/BVQ7/00195,Kính hiển vi quang học,N/A,GEN-1264681456998737508,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức B,,,,IN_SERVICE,,,,,,
196,BVQ7-TTB-00196,BM/BVQ7/00196,Máy đo đa ký hô hấp,N/A,GEN-5560545839821715413,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
197,BVQ7-TTB-00197,BM/BVQ7/00197,Ghế máy nha khoa,N/A,GEN-6748184184650091119,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
198,BVQ7-TTB-00198,BM/BVQ7/00198,Đèn tẩy trắng răng,ZME3000,GEN-1277021551695044939,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
199,BVQ7-TTB-00199,BM/BVQ7/00199,Máy khoan cưa xương,N/A,GEN-5363226794041890512,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
200,BVQ7-TTB-00200,BM/BVQ7/00200,Hệ thống chụp cắt lớp võng mạc (OCT),N/A,GEN-3397157648465026487,Khoa Chẩn Đoán Hình Ảnh,CDHA,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
201,BVQ7-TTB-00201,BM/BVQ7/00201,Máy đo loãng xương,PRODIGY,GEN-3044361794354388198,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
202,BVQ7-TTB-00202,BM/BVQ7/00202,Máy điều trị sóng xung kích,STL-6000 FBNT,GEN-7989553568328543455,Khoa Phục Hồi Chức Năng & YHTT,PHCN,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
203,BVQ7-TTB-00203,BM/BVQ7/00203,Bàn nghiêng tập phục hồi chức năng,9505,GEN-4453858962624632750,Khoa Phục Hồi Chức Năng & YHTT,PHCN,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
204,BVQ7-TTB-00204,BM/BVQ7/00204,Nox Medical - Giay uy quyen,N/A,GEN-6615076541743909487,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
205,BVQ7-TTB-00205,BM/BVQ7/00205,Máy đo đa ký hô hấp,N/A,GEN-1522842409640165986,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
206,BVQ7-TTB-00206,BM/BVQ7/00206,Invoice and packing list,N/A,GEN-3934792036657786073,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
207,BVQ7-TTB-00207,BM/BVQ7/00207,"CO A1, T3s",N/A,GEN-635492853231405466,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
208,BVQ7-TTB-00208,BM/BVQ7/00208,"CQ A1,T3s",N/A,GEN-1551963361495874312,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
209,BVQ7-TTB-00209,BM/BVQ7/00209,Máy đo đa ký hô hấp,N/A,GEN-181763411677384131,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
210,BVQ7-TTB-00210,BM/BVQ7/00210,Bản gốc,N/A,GEN-4438786317786649502,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
211,BVQ7-TTB-00211,BM/BVQ7/00211,Máy đo đa ký hô hấp,N/A,GEN-1475009090284010257,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
212,BVQ7-TTB-00212,BM/BVQ7/00212,HSTT ĐỢT 2 HĐ 20230913-003 CALAPHARCO CẬP NHẬP LẠI BBNT,N/A,GEN-9160822690992222387,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
213,BVQ7-TTB-00213,BM/BVQ7/00213,HD 240622 GOLDMED,N/A,GEN-7983101559402314337,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
214,BVQ7-TTB-00214,BM/BVQ7/00214,BBBG+BBNT,N/A,GEN-1105971376892648602,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
215,BVQ7-TTB-00215,BM/BVQ7/00215,BBBG-BBNT,N/A,GEN-3245820165592273428,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
216,BVQ7-TTB-00216,BM/BVQ7/00216,Thiên Trường,N/A,GEN-7125646566846577436,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
217,BVQ7-TTB-00217,BM/BVQ7/00217,Máy chạy thận HDF Online,N/A,GEN-7603666677828009461,Đơn Vị Thận Nhân Tạo / Lọc Máu,TNT,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
218,BVQ7-TTB-00218,BM/BVQ7/00218,PL4 HĐ THUÊ TC 1508 2023 AN PHA,N/A,GEN-413889358400074831,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
219,BVQ7-TTB-00219,BM/BVQ7/00219,PL6 HĐ THUÊ TC 1508 2023 AN PHA,N/A,GEN-6390519790997270685,Kho Lưu Trữ Thiết Bị / Chờ Cấp Phát,KHO,Thiết bị y tế khác,Mức A,,,,IN_SERVICE,,,,,,
220,BVQ7-TTB-00220,BM/BVQ7/00220,Máy chụp X-Quang nha khoa,N/A,GEN-4718240168383967834,Khoa Chẩn Đoán Hình Ảnh,CDHA,Thiết bị y tế khác,Mức C,,,,IN_SERVICE,,,,,,
